id,age,job
2142,20,1
2143,64,1
2144,27,0
2145,47,1
2146,46,0
2147,62,0
2148,25,1
2149,27,1
2150,23,0
2151,24,0
2152,49,1
2153,36,1
2154,20,0
2155,59,1
2156,20,1
2157,25,0
2158,31,1
2159,34,0
2160,64,1
2161,33,1
2162,33,1
2163,53,0
2164,56,0
2165,57,0
2166,45,0
2167,63,1
2168,47,0
2169,46,1
2170,29,0
2171,22,0
2172,63,0
2173,43,1
2174,20,1
2175,22,1
2176,51,1
2177,56,0
2178,61,0
2179,64,1
2180,55,0
2181,44,0
2182,24,1
2183,31,1
2184,51,0
2185,43,1
2186,41,0
2187,52,0
2188,34,0
2189,21,0
2190,48,1
2191,56,0
2192,34,0
2193,58,1
2194,23,1
2195,48,1
2196,31,0
2197,42,0
2198,30,1
2199,22,1
2200,29,0
2201,62,0
2202,42,0
2203,62,0
2204,20,1
2205,41,0
2206,57,1
2207,24,0
2208,30,0
2209,42,0
2210,43,0
2211,37,1
2212,21,1
2213,30,0
2214,51,1
2215,18,0
2216,18,0
2217,64,0
2218,58,1
2219,62,0
2220,49,1
2221,25,1
2222,38,0
2223,59,0
2224,48,1
2225,39,0
2226,59,0
2227,41,1
2228,34,1
2229,25,0
2230,36,1
2231,40,0
2232,60,1
2233,40,1
2234,25,0
2235,42,0
2236,65,0
2237,27,1
2238,62,0
2239,63,1
2240,56,0
2241,58,1
2242,34,1
2243,42,0
2244,44,0
2245,59,1
2246,53,0
2247,58,1
2248,49,1
2249,26,0
2250,63,1
2251,51,1
2252,21,1
2253,55,0
2254,49,1
2255,38,0
2256,38,0
2257,54,0
2258,27,0
2259,47,1
2260,25,1
2261,40,1
2262,33,1
2263,65,1
2264,59,0
2265,61,0
2266,23,0
2267,60,0
2268,32,1
2269,48,1
2270,39,1
2271,58,1
2272,61,0
2273,50,1
2274,41,1
2275,47,1
2276,23,1
2277,21,1
2278,37,0
2279,18,1
2280,46,0
2281,47,1
2282,23,1
2283,44,0
2284,44,1
2285,19,1
2286,46,0
2287,47,1
2288,54,1
2289,27,0
2290,48,0
2291,43,0
2292,50,1
2293,18,0
2294,37,0
2295,31,1
2296,37,0
2297,28,1
2298,55,1
2299,21,1
2300,20,0
2301,29,1
2302,48,0
2303,64,0
2304,44,0
2305,30,1
2306,19,1
2307,52,0
2308,46,0
2309,27,0
2310,51,1
2311,49,1
2312,46,1
2313,61,0
2314,22,1
2315,34,1
2316,54,0
2317,39,1
2318,56,0
2319,41,1
2320,24,0
2321,64,1
2322,54,0
2323,56,1
2324,33,0
2325,55,1
2326,55,1
2327,40,1
2328,29,1
2329,41,0
2330,53,0
2331,23,0
2332,54,0
2333,64,0
2334,24,0
2335,23,0
2336,22,0
2337,65,0
2338,28,1
2339,18,1
2340,38,0
2341,58,1
2342,30,1
2343,19,0
2344,26,1
2345,23,1
2346,49,0
2347,32,0
2348,41,1
2349,22,0
2350,30,0
2351,60,1
2352,57,0
2353,64,1
2354,63,0
2355,43,0
2356,57,1
2357,42,0
2358,51,1
2359,37,0
2360,65,0
2361,49,0
2362,53,1
2363,59,1
2364,33,1
2365,51,1
2366,37,1
2367,53,0
2368,27,1
2369,21,0
2370,63,0
2371,40,0
2372,31,0
2373,65,0
2374,49,0
2375,41,1
2376,63,1
2377,21,1
2378,61,0
2379,32,0
2380,36,1
2381,58,1
2382,31,0
2383,62,1
2384,40,0
2385,41,1
2386,41,0
2387,30,0
2388,24,1
2389,49,1
2390,52,1
2391,41,0
2392,21,0
2393,57,0
2394,63,1
2395,20,0
2396,42,0
2397,30,0
2398,65,1
2399,24,1
2400,64,0
2401,44,0
2402,21,1
2403,32,0
2404,29,1
2405,40,1
2406,65,0
2407,52,1
2408,36,0
2409,59,1
2410,21,0
2411,21,1
2412,37,0
2413,45,1
2414,32,1
2415,40,0
2416,19,1
2417,34,0
2418,43,1
2419,32,1
2420,54,0
2421,42,1
2422,45,0
2423,28,0
2424,39,1
2425,23,0
2426,41,1
2427,50,1
2428,36,0
2429,65,1
2430,57,1
2431,20,1
2432,47,1
2433,38,1
2434,45,0
2435,49,0
2436,59,0
2437,52,0
2438,21,0
2439,29,1
2440,56,1
2441,40,1
2442,36,0
2443,56,0
2444,41,0
2445,34,1
2446,47,1
2447,41,0
2448,25,1
2449,55,1
2450,64,0
2451,43,0
2452,23,1
2453,23,1
2454,50,1
2455,51,0
2456,43,1
2457,54,1
2458,40,0
2459,39,1
2460,49,1
2461,40,1
2462,53,0
2463,25,0
2464,61,0
2465,48,1
2466,53,1
2467,48,0
2468,58,1
2469,41,1
2470,44,1
2471,61,0
2472,24,0
2473,33,1
2474,61,0
2475,45,0
2476,33,0
2477,56,0
2478,41,0
2479,47,0
2480,19,0
2481,41,0
2482,31,0
2483,18,0
2484,39,0
2485,23,0
2486,28,1
2487,51,1
2488,45,0
2489,25,0
2490,20,1
2491,61,1
2492,48,0
2493,58,0
2494,50,0
2495,57,1
2496,25,0
2497,19,1
2498,43,1
2499,42,1
2500,34,0
2501,64,1
2502,37,1
2503,25,1
2504,49,1
2505,45,1
2506,39,1
2507,65,0
2508,57,0
2509,50,0
2510,29,1
2511,45,1
2512,65,0
2513,28,1
2514,44,1
2515,26,1
2516,28,0
2517,47,1
2518,56,1
2519,45,0
2520,49,1
2521,27,1
2522,25,0
2523,28,0
2524,26,0
2525,61,0
2526,43,0
2527,32,1
2528,35,0
2529,51,1
2530,33,0
2531,35,1
2532,32,1
2533,19,1
2534,23,0
2535,35,0
2536,43,0
2537,43,0
2538,61,0
2539,57,0
2540,23,0
2541,42,1
2542,26,0
2543,62,1
2544,53,0
2545,23,0
2546,32,1
2547,62,1
2548,65,0
2549,42,0
2550,25,0
2551,34,0
2552,33,0
2553,51,1
2554,47,1
2555,27,0
2556,46,0
2557,60,1
2558,22,1
2559,20,1
2560,36,1
2561,47,1
2562,55,1
2563,38,0
2564,32,1
2565,33,0
2566,29,1
2567,43,0
2568,22,0
2569,41,0
2570,47,1
2571,63,0
2572,21,1
2573,18,1
2574,34,0
2575,43,0
2576,18,1
2577,43,1
2578,24,0
2579,57,1
2580,41,0
2581,18,1
2582,45,1
2583,41,1
2584,38,1
2585,42,0
2586,27,1
2587,63,1
2588,57,1
2589,46,0
2590,20,1
2591,57,0
2592,61,1
2593,58,1
2594,28,1
2595,27,0
2596,20,1
2597,19,0
2598,24,0
2599,23,1
2600,26,0
2601,30,1
2602,56,1
2603,22,1
2604,21,1
2605,35,1
2606,45,1
2607,41,1
2608,25,0
2609,46,1
2610,39,0
2611,44,0
2612,60,1
2613,57,1
2614,37,1
2615,44,1
2616,22,1
2617,33,1
2618,25,1
2619,59,0
2620,64,0
2621,36,1
2622,44,0
2623,18,0
2624,18,0
2625,23,1
2626,46,1
2627,58,0
2628,42,0
2629,26,1
2630,39,1
2631,29,1
2632,61,1
2633,51,0
2634,61,0
2635,36,0
2636,20,0
2637,33,1
2638,30,1
2639,31,0
2640,18,0
2641,26,0
2642,47,0
2643,62,0
2644,64,1
2645,27,1
2646,32,0
2647,32,1
2648,18,0
2649,64,1
2650,39,1
2651,33,1
2652,24,0
2653,27,0
2654,33,1
2655,51,0
2656,50,1
2657,34,0
2658,34,0
2659,19,0
2660,60,1
2661,46,1
2662,64,1
2663,62,0
2664,34,1
2665,44,1
2666,56,0
2667,55,0
2668,50,1
2669,24,1
2670,54,0
2671,57,0
2672,25,1
2673,65,0
2674,23,1
2675,65,1
2676,52,0
2677,63,0
2678,30,1
2679,54,1
2680,20,1
2681,40,0
2682,48,1
2683,43,0
2684,43,0
2685,33,0
2686,61,1
2687,43,1
2688,57,1
2689,62,0
2690,56,1
2691,52,0
2692,57,1
2693,28,1
2694,27,1
2695,35,1
2696,65,0
2697,32,1
2698,42,0
2699,31,1
2700,41,1
2701,23,1
2702,36,0
2703,48,1
2704,30,1
2705,39,0
2706,21,0
2707,63,0
2708,35,1
2709,65,0
2710,47,1
2711,63,1
2712,65,0
2713,44,1
2714,52,1
2715,42,0
2716,61,1
2717,41,1
2718,57,1
2719,40,0
2720,62,0
2721,22,0
2722,23,1
2723,32,0
2724,39,0
2725,27,1
2726,33,0
2727,18,0
2728,19,0
2729,58,1
2730,43,0
2731,63,0
2732,37,1
2733,55,0
2734,32,1
2735,65,0
2736,25,0
2737,32,1
2738,19,1
2739,21,1
2740,25,0
2741,45,1
2742,61,0
2743,45,0
2744,37,0
2745,28,1
2746,27,0
2747,29,0
2748,23,0
2749,65,0
2750,46,1
2751,50,1
2752,30,0
2753,54,1
2754,23,0
2755,64,0
2756,50,1
2757,58,0
2758,37,1
2759,56,0
2760,21,0
2761,51,0
2762,44,1
2763,44,0
2764,46,1
2765,56,1
2766,36,0
2767,24,1
2768,26,1
2769,35,1
2770,34,0
2771,60,1
2772,52,0
2773,34,1
2774,21,1
2775,31,0
2776,25,0
2777,28,0
2778,34,1
2779,44,0
2780,60,1
2781,29,0
2782,45,1
2783,25,0
2784,25,0
2785,48,0
2786,50,0
2787,54,0
2788,46,1
2789,27,0
2790,55,0
2791,47,0
2792,21,1
2793,53,0
2794,24,0
2795,53,1
2796,38,1
2797,49,1
2798,57,0
2799,62,1
2800,20,1
2801,44,0
2802,63,0
2803,42,1
2804,63,0
2805,40,0
2806,62,1
2807,33,0
2808,62,1
2809,29,0
2810,60,0
2811,49,0
2812,63,0
2813,43,1
2814,61,1
2815,56,1
2816,19,1
2817,62,1
2818,50,1
2819,61,1
2820,64,1
2821,18,0
2822,33,1
2823,48,1
2824,31,1
2825,31,0
2826,62,0
2827,18,0
2828,40,1
2829,34,0
2830,65,0
2831,36,0
2832,27,0
2833,28,0
2834,47,0
2835,34,0
2836,26,1
2837,19,1
2838,40,0
2839,33,0
2840,60,1
2841,43,1
2842,37,1
2843,34,0
2844,52,0
2845,32,0
2846,48,0
2847,50,1
2848,40,0
2849,22,0
2850,23,1
2851,59,1
2852,37,1
2853,44,1
2854,51,0
2855,38,1
2856,65,1
2857,26,1
2858,18,0
2859,22,0
2860,39,0
2861,47,0
2862,20,0
2863,47,1
2864,27,1
2865,52,0
2866,59,1
2867,28,0
2868,53,0
2869,19,0
2870,23,0
2871,19,0
2872,28,0
2873,51,0
2874,63,0
2875,64,1
2876,50,0
2877,45,1
2878,18,0
2879,52,0
2880,44,0
2881,40,1
2882,31,0
2883,27,1
2884,22,1
2885,21,1
2886,51,0
2887,33,0
2888,60,0
2889,61,1
2890,51,0
2891,61,1
2892,19,1
2893,57,1
2894,23,0
2895,18,0
2896,21,1
2897,58,0
2898,21,0
2899,58,1
2900,21,1
2901,43,0
2902,27,1
2903,22,1
2904,41,0
2905,47,0
2906,40,0
2907,32,0
2908,29,0
2909,56,1
2910,37,1
2911,55,1
2912,56,1
2913,34,0
2914,33,1
2915,55,1
2916,20,1
2917,25,1
2918,53,0
2919,32,1
2920,27,0
2921,20,1
2922,47,1
2923,25,0
2924,30,0
2925,21,0
2926,19,1
2927,22,1
2928,47,0
2929,33,0
2930,40,0
2931,53,0
2932,28,1
2933,58,1
2934,24,1
2935,40,1
2936,20,1
2937,58,1
2938,65,0
2939,37,1
2940,56,1
2941,35,0
2942,40,1
2943,29,0
2944,61,1
2945,26,0
2946,18,1
2947,29,1
2948,38,0
2949,56,0
2950,65,0
2951,34,1
2952,65,0
2953,26,1
2954,57,0
2955,42,0
2956,57,1
2957,19,0
2958,59,0
2959,42,1
2960,58,0
2961,32,0
2962,36,0
2963,37,1
2964,45,1
2965,58,1
2966,55,0
2967,27,0
2968,39,0
2969,52,0
2970,19,1
2971,65,1
2972,54,0
2973,58,1
2974,46,1
2975,41,0
2976,41,0
2977,58,0
2978,65,0
2979,58,0
2980,37,0
2981,20,0
2982,40,0
2983,60,0
2984,59,0
2985,43,0
2986,59,1
2987,56,1
2988,34,0
2989,26,0
2990,39,1
2991,21,1
2992,28,1
2993,51,1
2994,47,0
2995,50,0
2996,20,1
2997,38,1
2998,58,0
2999,64,1
3000,60,0
3001,26,1
3002,57,1
3003,37,0
3004,23,1
3005,48,1
3006,42,0
3007,52,1
3008,61,0
3009,23,1
3010,45,0
3011,64,1
3012,40,0
3013,38,0
3014,26,1
3015,34,0
3016,18,1
3017,18,1
3018,34,0
3019,61,1
3020,51,1
3021,46,1
3022,47,1
3023,24,0
3024,38,0
3025,59,0
3026,27,0
3027,33,1
3028,20,1
3029,49,0
3030,30,0
3031,54,0
3032,52,0
3033,51,0
3034,41,0
3035,52,0
3036,29,0
3037,34,1
3038,61,0
3039,26,0
3040,64,0
3041,30,1
3042,30,1
3043,27,1
3044,40,1
3045,47,0
3046,39,0
3047,34,0
3048,26,0
3049,56,1
3050,42,1
3051,21,1
3052,23,1
3053,21,1
3054,55,1
3055,32,1
3056,45,0
3057,47,0
3058,19,0
3059,24,1
3060,62,0
3061,61,0
3062,36,1
3063,18,0
3064,46,1
3065,34,1
3066,30,0
3067,39,0
3068,60,1
3069,24,1
3070,24,0
3071,60,1
3072,65,1
3073,19,1
3074,37,1
3075,26,0
3076,18,1
3077,23,0
3078,21,1
3079,47,0
3080,39,1
3081,43,1
3082,42,0
3083,20,1
3084,39,0
3085,21,1
3086,22,1
3087,61,1
3088,24,1
3089,28,0
3090,18,1
3091,51,0
3092,36,1
3093,50,1
3094,36,0
3095,46,1
3096,37,0
3097,59,0
3098,44,0
3099,34,0
3100,46,0
3101,23,1
3102,21,0
3103,34,0
3104,39,0
3105,27,0
3106,61,0
3107,56,0
3108,50,1
3109,39,1
3110,49,0
3111,61,0
3112,26,0
3113,49,1
3114,37,0
3115,50,1
3116,32,0
3117,49,0
3118,37,1
3119,36,1
3120,48,0
3121,22,1
3122,65,1
3123,38,1
3124,61,1
3125,37,1
3126,20,0
3127,52,1
3128,32,1
3129,40,1
3130,53,1
3131,35,1
3132,58,0
3133,32,0
3134,61,1
3135,25,0
3136,30,0
3137,36,1
3138,48,1
3139,51,1
3140,64,1
3141,39,1
3142,50,0
3143,42,0
3144,56,1
3145,29,1
3146,61,1
3147,50,0
3148,33,1
3149,38,1
3150,48,1
3151,25,1
3152,32,1
3153,30,1
3154,48,1
3155,27,1
3156,29,0
3157,33,1
3158,44,1
3159,30,0
3160,38,0
3161,39,1
3162,61,1
3163,57,1
3164,38,0
3165,36,1
3166,53,1
3167,29,0
3168,25,0
3169,57,0
3170,20,1
3171,19,0
3172,23,1
3173,33,1
3174,32,1
3175,51,1
3176,24,0
3177,46,1
3178,39,0
3179,33,1
3180,25,0
3181,52,1
3182,28,1
3183,38,0
3184,33,0
3185,21,0
3186,65,1
3187,31,1
3188,62,1
3189,34,0
3190,30,1
3191,30,1
3192,53,1
3193,64,0
3194,37,0
3195,47,1
3196,53,0
3197,27,1
3198,24,1
3199,51,1
3200,21,1
3201,37,0
3202,51,1
3203,30,0
3204,45,0
3205,57,1
3206,59,0
3207,32,0
3208,23,1
3209,50,1
3210,19,1
3211,42,0
3212,63,1
3213,22,1
3214,47,0
3215,33,0
3216,54,0
3217,48,0
3218,23,0
3219,55,1
3220,34,1
3221,37,0
3222,64,1
3223,56,1
3224,65,0
3225,50,1
3226,26,0
3227,51,1
3228,27,1
3229,40,0
3230,62,1
3231,49,0
3232,30,0
3233,22,1
3234,38,0
3235,22,1
3236,55,1
3237,28,0
3238,40,0
3239,51,0
3240,38,0
3241,62,0
3242,40,1
3243,38,1
3244,30,0
3245,21,0
3246,20,0
3247,58,1
3248,28,0
3249,43,1
3250,59,1
3251,51,1
3252,29,1
3253,50,1
3254,60,0
3255,62,0
3256,50,0
3257,64,1
3258,57,1
3259,36,0
3260,55,0
3261,42,0
3262,27,0
3263,19,1
3264,31,1
3265,26,0
3266,65,1
3267,43,0
3268,25,1
3269,25,0
3270,41,1
3271,57,0
3272,56,0
3273,21,1
3274,53,1
3275,50,1
3276,34,0
3277,24,0
3278,58,1
3279,29,0
3280,18,0
3281,47,1
3282,43,1
3283,63,1
3284,55,0
3285,64,0
3286,48,0
3287,54,0
3288,57,0
3289,24,1
3290,18,0
3291,33,1
3292,57,1
3293,52,0
3294,37,1
3295,39,1
3296,44,1
3297,34,1
3298,38,1
3299,31,1
3300,63,0
3301,26,1
3302,35,1
3303,41,0
3304,23,1
3305,53,1
3306,42,0
3307,41,1
3308,33,0
3309,37,1
3310,50,0
3311,24,0
3312,51,0
3313,43,0
3314,57,0
3315,51,1
3316,44,0
3317,32,0
3318,18,0
3319,36,0
3320,39,1
3321,65,1
3322,19,1
3323,30,0
3324,23,0
3325,33,0
3326,55,0
3327,28,0
3328,42,1
3329,24,0
3330,31,1
3331,18,1
3332,23,1
3333,55,0
3334,28,0
3335,35,0
3336,60,0
3337,61,1
3338,29,0
3339,59,0
3340,59,0
3341,45,1
3342,34,0
3343,59,1
3344,54,1
3345,42,1
3346,62,0
3347,58,1
3348,23,1
3349,57,1
3350,57,0
3351,65,1
3352,53,1
3353,18,0
3354,63,0
3355,42,1
3356,63,0
3357,62,0
3358,57,0
3359,58,1
3360,25,1
3361,53,1
3362,35,0
3363,55,1
3364,34,0
3365,59,1
3366,57,1
3367,53,0
3368,57,0
3369,20,1
3370,63,1
3371,22,1
3372,64,0
3373,59,1
3374,28,0
3375,28,1
3376,55,1
3377,59,0
3378,56,1
3379,37,0
3380,63,0
3381,33,0
3382,62,0
3383,35,1
3384,62,1
3385,44,1
3386,39,0
3387,31,0
3388,41,1
3389,29,0
3390,51,1
3391,38,1
3392,46,1
3393,62,1
3394,43,0
3395,63,0
3396,34,0
3397,31,0
3398,23,0
3399,49,1
3400,65,1
3401,57,0
3402,58,0
3403,47,0
3404,28,0
3405,39,0
3406,49,1
3407,61,1
3408,58,0
3409,49,1
3410,35,0
3411,62,0
3412,45,0
3413,43,1
3414,42,1
3415,50,0
3416,52,0
3417,20,0
3418,20,1
3419,62,0
3420,38,1
3421,55,0
3422,19,0
3423,24,0
3424,40,0
3425,31,0
3426,45,1
3427,30,1
3428,35,0
3429,65,1
3430,24,0
3431,19,1
3432,62,1
3433,63,0
3434,61,0
3435,56,1
3436,55,1
3437,57,0
3438,46,1
3439,56,0
3440,62,0
3441,37,0
3442,28,1
3443,23,0
3444,63,0
3445,50,0
3446,41,1
3447,18,1
3448,38,1
3449,24,1
3450,56,1
3451,59,0
3452,30,1
3453,19,1
3454,61,0
3455,36,0
3456,60,1
3457,26,0
3458,57,0
3459,52,0
3460,26,0
3461,46,0
3462,59,0
3463,29,0
3464,62,1
3465,41,1
3466,53,1
3467,33,1
3468,20,1
3469,47,1
3470,27,1
3471,28,1
3472,38,1
3473,53,1
3474,50,1
3475,50,0
3476,61,0
3477,56,0
3478,53,1
3479,41,1
3480,23,0
3481,60,1
3482,23,1
3483,63,1
3484,46,0
3485,35,0
3486,29,1
3487,47,0
3488,53,1
3489,41,0
3490,22,0
3491,51,1
3492,43,0
3493,32,1
3494,35,0
3495,40,1
3496,45,0
3497,33,0
3498,34,1
3499,63,1
3500,29,0
3501,32,0
3502,35,1
3503,65,0
3504,31,1
3505,20,0
3506,26,1
3507,27,1
3508,34,1
3509,64,1
3510,39,0
3511,47,1
3512,21,1
3513,45,0
3514,39,1
3515,22,0
3516,19,0
3517,47,1
3518,24,1
3519,50,0
3520,57,1
3521,57,1
3522,49,0
3523,54,0
3524,31,0
3525,52,0
3526,43,0
3527,37,0
3528,33,0
3529,65,1
3530,39,1
3531,37,0
3532,31,0
3533,24,0
3534,49,1
3535,36,0
3536,36,1
3537,25,1
3538,46,0
3539,20,1
3540,54,0
3541,30,0
3542,60,0
3543,36,1
3544,32,1
3545,18,0
3546,37,0
3547,32,0
3548,35,1
3549,34,1
3550,61,1
3551,38,0
3552,31,0
3553,18,0
3554,62,0
3555,26,1
3556,28,0
3557,50,1
3558,18,0
3559,35,1
3560,52,1
3561,40,1
3562,46,1
3563,27,0
3564,45,0
3565,58,1
3566,23,0
3567,58,0
3568,62,0
3569,46,1
3570,24,0
3571,59,1
3572,58,1
3573,41,1
3574,23,1
3575,55,1
3576,62,0
3577,37,0
3578,46,0
3579,29,0
3580,39,0
3581,27,0
3582,62,0
3583,65,1
3584,52,0
3585,43,1
3586,65,1
3587,62,0
3588,61,0
3589,54,1
3590,33,1
3591,56,0
3592,28,0
3593,24,0
3594,36,1
3595,54,0
3596,25,0
3597,34,1
3598,46,0
3599,26,0
3600,29,1
3601,29,0
3602,65,1
3603,31,0
3604,65,1
3605,44,0
3606,58,0
3607,21,1
3608,63,0
3609,42,0
3610,20,0
3611,32,0
3612,65,1
3613,59,0
3614,54,1
3615,21,0
3616,64,0
3617,57,0
3618,19,0
3619,19,1
3620,49,1
3621,27,1
3622,49,0
3623,27,0
3624,62,0
3625,59,0
3626,51,1
3627,19,0
3628,60,1
3629,18,0
3630,31,0
3631,21,1
3632,24,1
3633,21,1
3634,47,1
3635,28,1
3636,45,1
3637,25,1
3638,41,1
3639,65,0
3640,25,1
3641,59,0
3642,24,1
3643,63,0
3644,43,0
3645,49,0
3646,33,0
3647,59,1
3648,49,0
3649,49,1
3650,19,0
3651,64,1
3652,42,0
3653,21,1
3654,27,0
3655,54,0
3656,47,1
3657,28,1
3658,19,0
3659,65,1
3660,54,0
3661,38,1
3662,38,0
3663,36,1
3664,55,1
3665,18,0
3666,60,0
3667,38,0
3668,47,1
3669,56,1
3670,44,1
3671,36,0
3672,24,1
3673,30,1
3674,51,0
3675,29,0
3676,30,1
3677,53,0
3678,40,0
3679,37,1
3680,20,1
3681,23,1
3682,31,0
3683,32,1
3684,26,0
3685,37,0
3686,52,1
3687,38,0
3688,31,0
3689,36,1
3690,29,0
3691,48,1
3692,41,0
3693,45,1
3694,40,1
3695,47,1
3696,27,0
3697,30,0
3698,19,1
3699,40,1
3700,41,0
3701,32,1
3702,41,0
3703,34,1
3704,27,0
3705,24,1
3706,32,0
3707,18,1
3708,43,0
3709,27,0
3710,23,1
3711,48,1
3712,34,1
3713,37,0
3714,54,1
3715,32,1
3716,61,1
3717,21,1
3718,31,0
3719,53,0
3720,53,0
3721,65,0
3722,31,1
3723,24,1
3724,50,0
3725,54,1
3726,23,1
3727,27,1
3728,31,0
3729,34,0
3730,24,0
3731,27,1
3732,39,1
3733,32,0
3734,50,0
3735,56,0
3736,38,1
3737,31,0
3738,59,1
3739,65,1
3740,20,1
3741,24,1
3742,38,1
3743,62,0
3744,64,1
3745,44,1
3746,18,1
3747,38,1
3748,28,1
3749,39,0
3750,45,0
3751,33,0
3752,42,0
3753,57,0
3754,65,0
3755,48,0
3756,33,1
3757,28,1
3758,25,1
3759,63,0
3760,18,0
3761,65,0
3762,47,0
3763,36,1
3764,50,1
3765,59,1
3766,62,1
3767,44,1
3768,40,1
3769,43,0
3770,44,1
3771,51,1
3772,59,0
3773,24,0
3774,33,1
3775,44,1
3776,65,1
3777,31,0
3778,35,0
3779,59,1
3780,56,1
3781,26,0
3782,51,1
3783,23,1
3784,33,0
3785,34,1
3786,42,1
3787,32,0
3788,29,0
3789,50,0
3790,27,1
3791,24,0
3792,31,1
3793,30,1
3794,36,1
3795,21,1
3796,57,0
3797,47,0
3798,38,0
3799,45,0
3800,42,0
3801,28,1
3802,61,1
3803,28,0
3804,26,0
3805,25,0
3806,31,1
3807,42,1
3808,33,0
3809,46,1
3810,41,0
3811,23,0
3812,55,1
3813,50,1
3814,37,0
3815,43,1
3816,47,0
3817,35,1
3818,44,0
3819,47,1
3820,50,1
3821,65,0
3822,60,0
3823,22,0
3824,33,1
3825,57,0
3826,20,1
3827,31,1
3828,26,0
3829,63,1
3830,54,1
3831,47,0
3832,23,0
3833,41,1
3834,49,1
3835,34,0
3836,24,0
3837,18,1
3838,65,1
3839,43,0
3840,50,0
3841,59,1
3842,46,0
3843,61,0
3844,54,1
3845,22,0
3846,29,0
3847,35,0
3848,59,1
3849,42,0
3850,47,0
3851,53,0
3852,23,1
3853,18,0
3854,60,1
3855,21,1
3856,49,0
3857,22,0
3858,18,0
3859,20,1
3860,24,1
3861,56,0
3862,21,1
3863,63,1
3864,50,0
3865,51,1
3866,48,0
3867,23,0
3868,19,0
3869,30,0
3870,47,0
3871,39,1
3872,45,0
3873,31,1
3874,56,1
3875,38,1
3876,61,1
3877,50,1
3878,36,1
3879,33,0
3880,37,1
3881,63,0
3882,28,0
3883,61,1
3884,51,1
3885,28,1
3886,50,0
3887,21,1
3888,53,0
3889,29,0
3890,23,1
3891,39,0
3892,33,0
3893,64,0
3894,62,1
3895,24,0
3896,40,1
3897,30,1
3898,25,1
3899,22,0
3900,61,0
3901,24,1
3902,35,1
3903,64,0
3904,47,1
3905,47,0
3906,29,1
3907,62,1
3908,32,1
3909,52,0
3910,52,1
3911,64,1
3912,56,0
3913,27,0
3914,43,1
3915,49,0
3916,44,0
3917,50,0
3918,36,0
3919,54,0
3920,52,1
3921,54,1
3922,53,1
3923,32,1
3924,27,1
3925,25,0
3926,53,0
3927,51,1
3928,33,0
3929,49,0
3930,65,1
3931,51,0
3932,36,0
3933,61,1
3934,22,0
3935,40,0
3936,56,1
3937,44,1
3938,39,1
3939,60,1
3940,55,1
3941,40,0
3942,25,1
3943,60,1
3944,46,1
3945,38,1
3946,37,1
3947,57,0
3948,54,0
3949,43,1
3950,20,1
3951,55,0
3952,35,1
3953,52,0
3954,42,0
3955,39,1
3956,50,0
3957,51,1
3958,21,0
3959,35,1
3960,27,1
3961,28,0
3962,57,0
3963,54,0
3964,46,1
3965,39,1
3966,44,1
3967,65,0
3968,46,0
3969,24,1
3970,50,1
3971,61,0
3972,52,1
3973,26,0
3974,62,1
3975,53,1
3976,26,0
3977,55,1
3978,26,1
3979,47,1
3980,33,1
3981,56,1
3982,51,0
3983,53,0
3984,20,0
3985,24,0
3986,41,1
3987,26,0
3988,51,0
3989,55,0
3990,23,1
3991,47,0
3992,40,1
3993,58,1
3994,61,0
3995,58,1
3996,65,1
3997,45,0
3998,46,1
3999,35,1
4000,40,1
4001,37,0
4002,37,1
4003,57,0
4004,28,1
4005,31,0
4006,27,1
4007,52,0
4008,50,0
4009,19,0
4010,36,0
4011,48,1
4012,47,0
4013,23,1
4014,57,0
4015,36,0
4016,56,0
4017,65,1
4018,30,1
4019,64,1
4020,21,0
4021,23,1
4022,36,0
4023,43,1
4024,53,1
4025,33,1
4026,29,0
4027,30,0
4028,18,0
4029,26,1
4030,43,1
4031,19,1
4032,58,0
4033,32,1
4034,28,0
4035,34,1
4036,54,1
4037,25,1
4038,53,1
4039,23,0
4040,51,0
4041,61,1
4042,19,1
4043,55,0
4044,56,0
4045,63,1
4046,43,1
4047,59,1
4048,34,0
4049,35,1
4050,20,1
4051,37,1
4052,52,0
4053,19,0
4054,41,1
4055,22,1
4056,45,1
4057,27,1
4058,59,1
4059,25,0
4060,45,0
4061,32,0
4062,22,1
4063,22,0
4064,39,1
4065,34,1
4066,56,1
4067,18,1
4068,42,0
4069,60,0
4070,29,1
4071,41,1
4072,40,0
4073,41,0
4074,31,1
4075,23,1
4076,44,0
4077,18,1
4078,27,0
4079,53,1
4080,35,0
4081,30,0
4082,65,0
4083,32,1
4084,58,1
4085,29,1
4086,37,0
4087,36,1
4088,34,1
4089,34,0
4090,64,1
4091,52,1
4092,51,1
4093,42,1
4094,37,0
4095,34,1
4096,35,1
4097,56,0
4098,40,1
4099,40,1
4100,38,1
4101,62,0
4102,52,0
4103,29,0
4104,30,0
4105,41,1
4106,35,1
4107,26,0
4108,29,1
4109,29,1
4110,26,1
4111,21,0
4112,57,1
4113,24,1
4114,30,1
4115,25,1
4116,64,1
4117,65,1
4118,62,1
4119,32,0
4120,36,1
4121,49,0
4122,58,0
4123,28,1
4124,32,1
4125,58,1
4126,44,1
4127,25,1
4128,47,1
4129,35,0
4130,52,0
4131,37,0
4132,43,0
4133,33,1
4134,63,0
4135,33,1
4136,41,1
4137,33,1
4138,26,0
4139,40,0
4140,32,0
